CNPJ da instituição financeira credenciada;CNPJ;Valor Contratado em R$ mil;N° de clientes;Navegação;CNPJ da instituição financeira credenciada - formatado;Ano;Município - Nome - Código;Última contratação;Fonte de recurso - tratada;Valor desembolsado tratado;Cliente;Custo financeiro;Data da contratação;Descrição do projeto;Fonte de recurso (desembolsos);Forma de apoio;Inovação;Instituição Financeira Credenciada;Instrumento financeiro;Juros;Modalidade de apoio;Município - código;Município;Natureza do cliente;Número de registros;Número do contrato;Porte do cliente;Prazo - amortização (meses);Prazo - carência (meses);Produto;Setor BNDES;Setor CNAE;Situação do contrato;Subsetor BNDES;Subsetor CNAE - código;Subsetor CNAE - nome;Subsetor CNAE agrupado;Tipo de garantia;UF - nome;UF;Valor contratado  R$;Valor desembolsado R$;Área Operacional
;2385669000174;1404,182;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2016;SEM MUNICÍPIO  -  0000000;21/12/2016;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;21/12/2016;APOIO AO PLANO DA FIOCRUZ DE ENFRENTAMENTO DA EMERGÊNCIA DE SAÚDE PÚBLICA NACIONAL REPRESENTADA PELO VÍRUS ZIKA.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;16206961;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;INTERESTADUAL;IE;1404182;0;AREA DE INDUSTRIA E SERVICOS 1
;72060999000175;5968,788;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2016;RIO DE JANEIRO  -  3304557;16/09/2016;-;0;FUNDACAO COORDENACAO DE PROJETOS,PESQUISAS E ESTUDOS TE;SEM CUSTO;16/09/2016;SEGUNDA ETAPA DO DESENVOLVIMENTO DE SOLUCAO DE PRAZIQUANTEL  ENCAPSULADO PARA TRATAMENTO PEDIATRICO DA ESQUISTOSSOMOSE INCLUINDO TESTES PRE-CLINICOS E CLINICOS COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3304557;RIO DE JANEIRO;PRIVADA;1;15203511;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;RIO DE JANEIRO;RJ;5968788;0;AREA DE INDUSTRIA E SERVICOS 1
;72060999000175;1103,684;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2016;RIO DE JANEIRO  -  3304557;16/09/2016;-;0;FUNDACAO COORDENACAO DE PROJETOS,PESQUISAS E ESTUDOS TE;SEM CUSTO;16/09/2016;SEGUNDA ETAPA DO DESENVOLVIMENTO DE SOLUCAO DE PRAZIQUANTEL  ENCAPSULADO PARA TRATAMENTO PEDIATRICO DA ESQUISTOSSOMOSE INCLUINDO TESTES PRE-CLINICOS E CLINICOS COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3304557;RIO DE JANEIRO;PRIVADA;1;15203511;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;RIO DE JANEIRO;RJ;1103684;0;AREA DE INDUSTRIA E SERVICOS 1
;2385669000174;315;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2010;RIO DE JANEIRO  -  3304557;25/10/2010;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;25/10/2010;IMPLANTACAO DE LABORATORIO DE APOIO TECNOLOGICO A PRODUCAO DE INSULINA HUMANA RECOMBINANTE (IHR).;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3304557;RIO DE JANEIRO;PRIVADA;1;09215421;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2110600;FABRICACAO DE PRODUTOS FARMOQUIMICOS;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;RIO DE JANEIRO;RJ;315000;0;AREA DE INDUSTRIA E SERVICOS 1
;2385669000174;22977,9;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2010;RIO DE JANEIRO  -  3304557;25/10/2010;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;25/10/2010;IMPLANTACAO DE LABORATORIO DE APOIO TECNOLOGICO A PRODUCAO DE INSULINA HUMANA RECOMBINANTE (IHR).;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3304557;RIO DE JANEIRO;PRIVADA;1;09215421;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2110600;FABRICACAO DE PRODUTOS FARMOQUIMICOS;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;RIO DE JANEIRO;RJ;22977900;0;AREA DE INDUSTRIA E SERVICOS 1
;68314830000127;1711,458;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2011;SAO PAULO  -  3550308;20/07/2011;-;0;FUNDACAO DE APOIO A UNIVERSIDADE DE SAO PAULO;SEM CUSTO;20/07/2011;DESENVOLVIMENTO E CARACTERIZACAO DE PROTEÍNAS RECOMBINANTES,CAPAZES DE ESTIMULAR A REGENERACAO DE TECIDOS EM PACIENTES  COM TRAUMAS DIVERSOS.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PRIVADA;1;10204871;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;SAO PAULO;SP;1711458;0;AREA DE INDUSTRIA E SERVICOS 1
;60633674000155;2494,655;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2013;SAO PAULO  -  3550308;21/05/2013;-;0;INSTITUTO DE PESQUISAS TECNOLOGICAS DO ESTADO DE SAO PA;SEM CUSTO;21/05/2013;DESENVOLVIMENTO DE CIMENTO POZOLANICO E AGREGADOS A PARTIR DO TRATAMENTO TERMICO DOS FINOS PRESENTES NO RESIDUO BRITADODE CONSTRUCAO E DEMOLICAO.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PÚBLICA INDIRETA;1;12213881;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;OUTRAS;C2320600;FABRICACAO DE CIMENTO;MINERAL NÃO METÁLICO;NÃO SE APLICA;SAO PAULO;SP;2494655;0;AREA DE INDUSTRIA E SERVICOS 2
;71558068000139;9606,079;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2013;SEM MUNICÍPIO  -  0000000;07/05/2013;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;9606079;FUNDACAO PARQUE DE ALTA TECNOLOGIA DA REGIAO DE IPERO;SEM CUSTO;07/05/2013;DESENVOLVER SOLUCAO TECNOLOGICA PARA RECUPERACAO DE SOLOS CONTAMINADOS E PARA TRATAMENTO DE AGUAS CONTAMINADAS POR METAIS PESADOS ORIGINADOS DA DRENAGEM ACIDA DE MINA DE BOTA-FORASE BARRAGENS DE REJEITOS EM MINA DE URANIO, A PARTIR DA OXIDACAO QUIMICA COM GAS OZONIO.;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;12213861;PEQUENA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;INTERESTADUAL;IE;9606079;9606079;AREA DE GESTAO PUBLICA E SOCIOAMBIENTAL
;78350188000195;3235,5;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;SEM MUNICÍPIO  -  0000000;31/01/2014;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;3235500;FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESEN;SEM CUSTO;31/01/2014;DESENVOLVIMENTO DE USINA MOVEL PARA A RECICLAGEM DE RESIDUOS DE CONSTRUCAO E DEMOLICAO CAPAZ DE TRATAR RESIDUOS DE GRANDES DIMENSOES, PRODUZINDO AGREGADOS DE MAIOR QUALIDADE.;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;13208381;PEQUENA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;P8531700;EDUCACAO SUPERIOR - GRADUACAO;EDUCAÇÃO;NÃO SE APLICA;PARANA;PR;3235500;3235500;AREA DE GESTAO PUBLICA E SOCIOAMBIENTAL
;3018444000142;6500;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2012;SAO PAULO  -  3550308;06/03/2012;-;0;ASSOCIACAO DO LABORATORIO DE SISTEMAS INTEGRAVEIS TECNO;SEM CUSTO;06/03/2012;INVESTIMENTOS PARA CONCEPCAO, DESENVOLVIMENTO, IMPLEMENTACAO E VALIDACAO DE UM CIRCUITO INTEGRADO (CHIP) DE TECNOLOGIA  NACIONAL A SER APLICADO EM EQUIPAMENTOS DE MEDICAO E ANALISE DA QUALIDADE DA ENERGIA ELETRICA DISTRIBUIDA NO PAIS.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PRIVADA;1;11212701;PEQUENA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;6500000;0;AREA DE INDUSTRIA E SERVICOS 1
;3018444000142;6432,48606;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2011;SAO PAULO  -  3550308;23/08/2011;-;0;ASSOCIACAO DO LABORATORIO DE SISTEMAS INTEGRAVEIS TECNO;SEM CUSTO;23/08/2011;DESENVOLVER APARELHO AUDITIVO DE BAIXO CUSTO E BAIXO CONSUMO DE ENERGIA E O CIRCUITO INTEGRADO NELE EMBARCADO COM TECNOLOGIA NACIONAL, NO AMBITO DO FUNDO TECNOLOGICO - FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PRIVADA;1;11207561;PEQUENA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;6432486,06;0;AREA DE INDUSTRIA E SERVICOS 1
;3018444000142;11829,2;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;SAO PAULO  -  3550308;11/06/2014;-;0;ASSOCIACAO DO LABORATORIO DE SISTEMAS INTEGRAVEIS TECNO;SEM CUSTO;11/06/2014;INVESTIMENTOS PARA O DESENVOLVIMENTO DE UM SISTEMA DE AUTOMACAO PARA CONTROLE DE PONTARIA E POSICIONAMENTO COM COMPENSACAO INERCIAL PARA CANHAO DE 40MM COM CIRCUITO INTEGRADO (CHIP) COM TECNOLOGIA NACIONAL, NO AMBITO DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PRIVADA;1;13212541;PEQUENA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;S9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;OUTRAS ATIV SERVIÇOS;NÃO SE APLICA;SAO PAULO;SP;11829200;0;AREA DE INDUSTRIA E SERVICOS 1
;8189277000116;44700;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;SEM MUNICÍPIO  -  0000000;15/12/2015;-;0;FUNDACAO DE APOIO A PESQUISA DESENV E INOV - EXERCITO B;SEM CUSTO;15/12/2015;APOIO A ULTIMA ETAPA DE DESENVOLVIMENTO DO RADAR SABER M200 MULTIMISSAO E Ó REALIZACAO DE TESTES E CERTIFICACAO.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;15206751;PEQUENA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;O8422100;DEFESA;ADMINISTRAÇÃO PÚBLICA;NÃO SE APLICA;RIO DE JANEIRO;RJ;44700000;0;AREA DE INDUSTRIA E SERVICOS 2
;8189277000116;8100;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;SEM MUNICÍPIO  -  0000000;15/12/2015;-;0;FUNDACAO DE APOIO A PESQUISA DESENV E INOV - EXERCITO B;SEM CUSTO;15/12/2015;APOIO A ULTIMA ETAPA DE DESENVOLVIMENTO DO RADAR SABER M200 MULTIMISSAO E Ó REALIZACAO DE TESTES E CERTIFICACAO.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;15206751;PEQUENA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;O8422100;DEFESA;ADMINISTRAÇÃO PÚBLICA;NÃO SE APLICA;RIO DE JANEIRO;RJ;8100000;0;AREA DE INDUSTRIA E SERVICOS 2
;47035662000160;3006,708;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2013;SAO CARLOS  -  3548906;20/02/2013;-;0;FUNDACAO P INCREMENTO DA PESQUISA E APERFEIC INDUSTRIAL;SEM CUSTO;20/02/2013;"DESENVOLVIMENTO DE MATERIAL CERAMICO UTILIZANDO PROCESSO PRODUTIVO INOVADOR DENOMINADO ""PLASMA DE ELEVADO IMPULSO (HIPIMS).";-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3548906;SAO CARLOS;PRIVADA;1;12206401;PEQUENA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;3006708;0;AREA DE INDUSTRIA E SERVICOS 2
;61189445000156;97272,923;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2016;SAO PAULO  -  3550308;29/12/2016;-;0;FUNDACAO BUTANTAN;SEM CUSTO;29/12/2016;APOIO AO DESENVOLVIMENTO DE VACINA TETRAVALENTE CONTRA A DENGUE - ENSAIO CLINICO FASE III E CONSTRUCAO DA PLANTA DE ESCALONAMENTO.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PRIVADA;1;16207401;PEQUENA;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;SAO PAULO;SP;97272923;0;AREA DE INDUSTRIA E SERVICOS 1
;72060999000175;7500,217;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2010;RIO DE JANEIRO  -  3304557;09/03/2010;-;0;FUNDACAO COORDENACAO DE PROJETOS,PESQUISAS E ESTUDOS TE;SEM CUSTO;09/03/2010;DESENVOLVIMENTO DE EMBALAGENS VALORIZAVEIS, A PARTIR DE COMPOSITOS DE FIBRAS NATURAIS E POLIMEROS, PARA O ACONDICIONAMENTO DE FRUTAS DE HORTALICAS.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3304557;RIO DE JANEIRO;PRIVADA;1;09213301;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;LIQUIDADO;COMÉRCIO E SERVIÇOS;P8531700;EDUCACAO SUPERIOR - GRADUACAO;EDUCAÇÃO;NÃO SE APLICA;RIO DE JANEIRO;RJ;7500217;0;AREA DE INDUSTRIA E SERVICOS 2
;1576817000175;6972,34;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2012;CAMPINAS  -  3509502;23/02/2012;-;0;CENTRO NACIONAL DE PESQUISA EM ENERGIA E MATERIAIS;SEM CUSTO;23/02/2012;AVALIAR OS PARAMETROS TECNICOS E DE SUSTENTABILIDADE DAS POSSIVEIS ROTAS DE OBTENCAO DE INTERMEDIARIOS QUIMICOS A PARTIR DA SEPARACAO SELETIVA DOS PRINCIPAIS COMPONENTES DO BAGACO DE CANA-DE-ACUCAR (HEMICELULOSES E LIGNINAS).;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3509502;CAMPINAS;PRIVADA;1;11208641;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;LIQUIDADO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;6972340;0;AREA DE INDUSTRIA E SERVICOS 2
;83891283000136;385,2;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2010;FLORIANOPOLIS  -  4205407;16/03/2010;-;0;FUNDACAO UNIVERSIDADE DO ESTADO DE SC - UDESC;SEM CUSTO;16/03/2010;PESQUISA E DESENVOLVIMENTO DE UMA NOVA TECNICA PARA A PRODUCAO DE MOLDES EM MATRIZ EPOXIDICA.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4205407;FLORIANOPOLIS;PÚBLICA INDIRETA;1;09209471;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;LIQUIDADO;COMÉRCIO E SERVIÇOS;P8531700;EDUCACAO SUPERIOR - GRADUACAO;EDUCAÇÃO;NÃO SE APLICA;SANTA CATARINA;SC;385200;0;AREA DE INDUSTRIA E SERVICOS 2
;60633674000155;19689,772;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2008;SAO JOSE DOS CAMPOS  -  3549904;11/12/2008;-;0;INSTITUTO DE PESQUISAS TECNOLOGICAS DO ESTADO DE SAO PA;SEM CUSTO;11/12/2008;INSTALACAO DE UM LABORATORIO DE PESQUISAS EM ESTRUTURAS     LEVES EM SAO JOSE DOS CAMPOS, SP.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3549904;SAO JOSE DOS CAMPOS;PÚBLICA INDIRETA;1;08204101;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;LIQUIDADO;COMÉRCIO E SERVIÇOS;O8411600;ADMINISTRACAO PUBLICA EM GERAL;ADMINISTRAÇÃO PÚBLICA;NÃO SE APLICA;SAO PAULO;SP;19689772;0;AREA DE INDUSTRIA E SERVICOS 2
;43828151000145;7883;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2008;SAO JOSE DOS CAMPOS  -  3549904;11/12/2008;-;0;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO;SEM CUSTO;11/12/2008;INSTALACAO DE UM LABORATORIO DE PESQUISAS EM ESTRUTURAS     LEVES EM SAO JOSE DOS CAMPOS, SP.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3549904;SAO JOSE DOS CAMPOS;PÚBLICA INDIRETA;1;08204101;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;LIQUIDADO;COMÉRCIO E SERVIÇOS;O8411600;ADMINISTRACAO PUBLICA EM GERAL;ADMINISTRAÇÃO PÚBLICA;NÃO SE APLICA;SAO PAULO;SP;7883000;0;AREA DE INDUSTRIA E SERVICOS 2
;43828151000145;1500;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2008;SAO PAULO  -  3550308;29/01/2008;-;0;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO;SEM CUSTO;29/01/2008;APOIO A PROJETOS DE PESQUISAS NAS AREAS DE ALCOOLQUIMICA E SUCROQUIMICA, DESENVOLVIDOS POR INSTITUICOES DE ENSINO E PESQUISA EM PARCERIA COM A OXITENO S/A INDUSTRIA E COMERCIO, COM RECURSOS DO FUNDO TECNOLOGICO - FUNTEC, REPASSADOS PELA FAPESP.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PÚBLICA INDIRETA;1;07206251;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;LIQUIDADO;COMÉRCIO E SERVIÇOS;O8411600;ADMINISTRACAO PUBLICA EM GERAL;ADMINISTRAÇÃO PÚBLICA;NÃO SE APLICA;SAO PAULO;SP;1500000;0;AREA DE INDUSTRIA E SERVICOS 2
;60633674000155;3635,6;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2013;SAO PAULO  -  3550308;14/02/2013;-;0;INSTITUTO DE PESQUISAS TECNOLOGICAS DO ESTADO DE SAO PA;SEM CUSTO;14/02/2013;DESENVOLVIMENTO DE NOVA ROTA PARA PRODUCAO DE ACIDO SUCCINICO A PARTIR DA CANA DE ACUCAR, VISANDO A PRODUCAO DE INTERMEDIARIOS QUIMICOS SUBSTITUTOS A CADEIA PETROQUIMICA.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PÚBLICA INDIRETA;1;12210021;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;LIQUIDADO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;3635600;0;AREA DE INDUSTRIA E SERVICOS 2
;92238914000103;494;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2011;PELOTAS  -  4314407;06/04/2011;-;0;SOCIEDADE PELOTENSE DE ASSISTENCIA E CULTURA;SEM CUSTO;06/04/2011;DESENVOLVIMENTO DE SOFTWARE LIVRE PARA   PARAMETRIZACAO  DE INFORMACOES SOBRE DENSIDADE OSSEA DE  RECEM-NASCIDOS  UTILI ZANDO IMAGENS DE EXAMES RADIOGRAFICOS CONVENCIONAIS, COM RE CURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4314407;PELOTAS;PRIVADA;1;10217451;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;LIQUIDADO;MECÂNICA;C2660400;FAB APARELHO ELETROMEDICO E ELETROTERAPEUTICO EQ DE IRRADIACAO;EQUIP INFO, ELETRONICO, ÓTICO;NÃO SE APLICA;RIO GRANDE DO SUL;RS;494000;0;AREA DE INDUSTRIA E SERVICOS 1
;76659820000151;3049,07768;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2009;CURITIBA  -  4106902;11/09/2009;-;0;ASSOCIACAO PARANAENSE DE CULTURA - APC;SEM CUSTO;11/09/2009;ESTRUTURACAO DE UM LABORATORIO PARA CULTIVO DE  CELULAS-TRONCO PARA APLICACAO CLINICA E PARA O DESENVOLVIMENTO DE PESQUISAS BASICAS E PRE-CLINICAS.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4106902;CURITIBA;PRIVADA;1;09205911;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;LIQUIDADO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;PARANA;PR;3049077,68;0;AREA DE INDUSTRIA E SERVICOS 1
;72060999000175;3745;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2010;RIO DE JANEIRO  -  3304557;29/12/2010;-;0;FUNDACAO COORDENACAO DE PROJETOS,PESQUISAS E ESTUDOS TE;SEM CUSTO;29/12/2010;ESTRUTURACAO DO LABORATORIO NACIONAL DE CELULAS-TRONCO EMBRIONARIAS (LANCE) PARA DESENVOLVIMENTO E DISPONIBILIZACAO GRATUITA DE CELULAS-TRONCO PARA OS GRUPOS DE PESQUISA DA REDE NACIONAL DE TERAPIA CELULAR (RNTC).;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3304557;RIO DE JANEIRO;PRIVADA;1;10200511;GRANDE;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;LIQUIDADO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;RIO DE JANEIRO;RJ;3745000;0;AREA DE INDUSTRIA E SERVICOS 1
